PROG,USO,DESTINAZIONE,PORTATA,FLAG_ANN_MASSA_RIMORC,CILINDRATA,ALIMENTAZIONE,MASSA_RIMORCHIABILE,NUMERO_POSTI,TIPO_ALIMENTAZIONE_IMPIANTO,KW,DT_PRIMA_IMMATRICOLAZIONE,NUMERO_ASSI,COD_SIGLA_EURO,EMISSIONI_CO2,PESO_COMPLESSIVO,COD_ISTAT_COMUNE,COD_ISTAT_PROVINCIA
15928446,0,A,555,P,"2191,00",G,2000,5,,129,2017,2,EURO6,1440,2125,144,017
15919385,0,A,320,P,"1598,00",G,1500,5,F,81,2017,2,EURO6,1050,1883,028,020
3056558,0,M,112,A,00250,B,,2,,15.5,2001,2,EURO1,0,355,036,019
6244448,0,A,330,P,00770,B,800,5,,25,1991,2,EURO0,0,1100,152,013
6805714,0,A,475,P,02776,G,1600,7,,110,2004,2,EURO3,2210,2525,133,012
9040586,0,A,355,,01598,B,,4,,66,,2,,,1470,092,012
12070478,0,A,370,P,"1242,00",B,800,5,,51,2011,2,EURO5,1130,1305,189,018
9670173,0,A,415,P,01461,G,1200,5,,63,2008,2,EURO4,1170,1665,066,020
8936577,0,A,445,P,01560,G,1630,5,,80,2007,2,EURO4,1250,1800,146,015
8579527,0,M,109,A,00124,B,0,2,,7.65,2007,2,EURO3,0,305,042,097
11836013,0,A,699,P,"1997,00",G,1750,7,F,103,2008,2,EURO4,1650,2505,189,015
1457336,0,A,385,P,01198,B,800,5,,47,2004,2,EURO4,1420,1550,028,108
13987930,0,A,445,P,"1910,00",G,1300,5,,110,2005,2,EURO4,1570,1830,146,015
12770442,0,A,435,P,"1598,00",G,1300,5,F,88,2009,2,EURO5,1250,1830,085,015
7295081,0,A,390,P,01360,GPL,1174,5,GPL,54,2005,2,EURO3,1450,1470,060,020
13037081,0,A,441,P,"1242,00",B,500,5,,44,2012,2,EURO5,1240,1495,043,108
8757801,4,C,950,P,02488,G,3500,3,,81,2007,2,EURO4,2440,3500,138,012
14487525,0,A,425,P,"2995,00",B,1900,4,,245,2013,2,EURO5,1990,2380,176,015
10517737,0,M,115,A,00998,B,,2,,110.3,2009,2,EURO3,0,410,043,098
12322684,0,A,410,P,"1991,00",G,1500,5,,80,2010,2,EURO5,1460,1880,146,015
11852302,4,C,1100,A,"2287,00",G,0,3,,71,2010,2,EURO4,2557,3500,195,015
14138004,0,M,98,A,"124,80",MSC,0,2,,9.25,2015,2,EURO3,0,290,192,015
13867337,0,A,495,P,"2191,00",G,2000,5,F,110,2014,2,EURO6,1440,2125,010,015
14806787,0,A,485,P,"1242,00",B,900,5,,51,2016,2,EURO6,1240,1590,068,020
13779811,0,M,105,A,"806,00",B,0,2,,35,2014,2,EURO3,0,406,006,108
15017532,0,A,365,P,"1242,00",B,800,4,,51,2015,2,EURO6,1170,1305,029,017
2700386,0,A,470,P,02148,G,2000,7,,90,2001,2,EURO3,2140,2700,024,016
584622,0,A,424,P,01399,G,750,5,,50,2005,2,EURO4,1220,1560,146,015
11921959,0,A,696,P,"1560,00",G,1200,7,,85,2010,2,EURO5,1290,2200,068,019
4647512,4,J,310,A,,,0,,,,1998,1,,0,450,043,017
1964557,0,A,435,P,01242,B,1000,5,,44,2003,2,EURO3,1360,1385,024,016
8292558,0,A,481,P,01596,B,1200,5,,85,2006,2,EURO4,1550,1720,061,014
7100568,0,A,0,P,02597,B,1500,4,,125,2002,2,EURO3,2500,0,146,015
12657434,7,C,880,P,"1956,00",G,2000,3,F,85,2012,2,EURO5,1790,2800,146,015
11902959,0,A,485,P,"1987,00",B,2000,5,,116,2010,2,EURO5,1780,2070,146,015
12762568,4,C,1335,P,"2287,00",G,3000,2,F,88,2008,2,EURO4,2200,3500,146,015
14958432,0,M,145,A,"350,00",B,0,1,,15,2016,2,EURO3,0,335,052,020
7592158,0,A,370,P,01242,B,800,5,,44,2006,2,EURO4,1560,1425,038,012
4154028,4,C,3500,P,02800,G,2800,2,,76,1998,2,EURO2,0,3500,085,015
8903035,0,A,508,P,01560,G,1300,7,,80,2007,2,EURO4,1340,2000,154,013
1086439,4,C,1660,P,02445,G,2000,3,,52,1988,2,EURO0,0,3500,055,017
12602960,0,A,451,P,"1198,00",B,800,5,,51,2011,2,EURO5,1250,1500,139,015
13255412,0,A,457,P,"1499,00",G,750,5,,55,2013,2,EURO5,980,1575,014,018
12967859,0,A,545,P,"1498,00",B,1000,5,,70,2006,2,EURO4,1480,1740,115,015
6121549,0,M,70,,00124,B,,2,,17,,2,,,264,070,015
14305909,0,M,101,A,"689,00",B,0,2,,55,2015,2,EURO3,0,355,102,018
1960099,0,A,370,P,01246,B,1000,5,,57,2003,2,EURO4,1290,1455,146,015
7833823,0,A,535,P,01686,G,1400,5,,74,2007,2,EURO4,1380,1900,038,012
3812341,0,A,425,P,01242,B,1000,5,,60,1999,2,EURO2,1620,1510,224,016
1634992,0,M,123,A,00395,B,,2,,25,2004,2,EURO2,0,408,133,013
557008,0,A,0,,00499,B,,4,,0,,0,,,0,146,015
9463909,0,A,414,P,1896,G,1000,4,,77,2008,2,EURO4,1450,1840,038,017
12424961,0,A,495,P,"1998,00",B,1500,5,,112,2007,2,EURO4,2120,2110,024,016
14162468,0,M,104,A,"124,00",B,0,2,,7.6,2015,2,EURO3,0,300,146,015
12546961,0,A,365,P,"1242,00",B,800,4,,51,2011,2,EURO5,1130,1305,122,018
13025694,0,A,320,P,"998,00",B,700,5,,50.7,2012,2,EURO5,990,1340,050,108
15923994,0,A,440,P,"1598,00",G,1000,5,F,88,2015,2,EURO5,1200,1905,084,012
9375669,0,A,480,P,01364,B,1000,5,,66,2008,2,EURO4,1540,1810,009,015
8805080,4,C,525,P,01560,G,1100,2,,55.2,2007,2,EURO4,1430,1730,041,108
2659813,0,A,395,P,01753,G,1300,5,,85,2001,2,EURO3,1450,1720,078,018
14133209,0,A,0,A,1686,G,0,5,,96,2013,2,EURO5,105,2120,028,013
10048910,0,M,110,A,00125,B,,2,,11,2008,2,EURO3,0,323,023,108
11219055,0,A,305,P,01124,B,520,4,,44.1,2010,2,EURO4,1380,1336,096,012
14114041,0,A,505,P,"1461,00",G,1200,5,F,55,2014,2,EURO5,950,1651,146,015
13830645,0,A,495,P,"1197,00",B,1300,5,,77,2014,2,EURO5,1140,1730,146,015
14023314,0,A,486,P,"1997,00",G,1500,5,F,120,2015,2,EURO5,1450,2100,177,018
4326087,0,A,600,P,01896,G,2000,7,,66,1998,2,EURO2,0,2400,198,016
12805248,0,M,75,A,"125,00",B,0,2,,7,2012,2,EURO3,0,271,177,018
2887484,0,A,434,P,01997,G,1100,5,,66,2001,2,EURO3,1440,1759,092,012
2295109,0,A,355,A,01598,B,0,4,,120,2002,2,EURO4,2020,1570,XX4,015
13429160,0,A,328,P,"1685,00",G,1200,5,,85,2013,2,EURO5,1470,1940,036,019
13460860,0,A,565,P,"1560,00",G,1080,5,,84,2013,2,EURO5,1240,2070,075,013
2839966,0,A,395,P,01390,B,800,5,,55,2001,2,EURO4,1540,1490,209,015
7774240,0,A,500,P,02231,G,2000,5,,100,2006,2,EURO4,1730,2190,038,012
14135499,0,A,0,A,1686,G,0,5,,81,,2,EURO5,0,0,089,016
10327008,0,A,490,P,01686,G,1400,5,,74,2008,2,EURO4,1380,1855,191,015
14243616,0,A,345,P,"1199,00",B,1100,5,,60,2015,2,EURO6,1090,1453,090,019
1178279,0,A,380,P,01301,B,1040,5,,55,1980,2,EURO0,0,1420,018,108
15889283,0,A,620,P,"2987,00",G,2700,5,,184,2017,2,EURO6,1890,2900,048,017
11289214,0,A,365,P,01242,B,800,4,,51,2010,2,EURO5,1130,1305,036,019
14641284,0,A,451,P,"1560,00",G,1300,5,F,88,2015,2,EURO6,960,1726,044,097
8011877,0,A,390,P,01108,B,400,4,,40,2007,2,EURO4,1390,1200,206,015
14210104,0,A,515,P,"2143,00",G,1800,5,F,100,2014,2,EURO5,1310,2080,135,016
6821655,0,M,70,A,00564,B,,2,,30,1985,2,EURO0,0,304,133,012
11805199,0,A,475,P,"1461,00",G,1200,5,,79,2010,2,EURO5,1390,1755,026,097
14438418,0,A,485,P,"1248,00",G,1000,5,F,62,2015,2,EURO5,890,1705,092,012
10509025,0,A,370,P,01242,B,800,4,,44,2009,2,EURO4,1380,1305,118,015
6795803,2,L,70,A,02953,G,,2,,77.1,2005,2,EURO3,0,3500,146,015
1235066,0,A,540,P,01910,G,1400,5,,88,2005,2,EURO4,1590,1990,026,012
6635995,0,A,385,P,01242,B,900,5,,44,1999,2,EURO2,0,1340,081,015
5399276,0,A,330,,01595,G,,5,,40,,2,,,1350,134,017
13732757,0,A,370,P,"1242,00",B,800,4,,44,2006,2,EURO4,1330,1305,076,012
1187358,0,A,365,P,"998,00",B,650,5,,48,2005,2,EURO4,1340,1375,018,108
7686557,0,A,280,A,00998,B,,4,,50,2006,2,EURO4,1090,1180,146,015
11630767,0,A,365,P,"1248,00",G,800,4,,55,2010,2,EURO5,1100,1420,107,019
133553,0,A,330,,00903,B,,5,,33,,2,,,1110,067,017
14003367,0,A,535,P,"1461,00",G,1200,5,F,80,2014,2,EURO5,1080,1960,041,018
14915551,0,M,148,A,"645,00",B,0,2,,56,2016,2,EURO4,0,420,062,020
10527219,0,A,360,A,"796,00",GPL,0,5,,38,2009,2,EURO4,1190,1250,108,015
11631297,0,A,437,P,"1997,00",G,1450,4,,100,2010,2,EURO4,1560,2045,041,108
10592647,0,A,460,P,01248,G,750,5,,55,2009,2,EURO4,1190,1695,146,015
8718705,0,A,435,P,01242,B,1000,5,,59,2002,2,EURO3,1420,1445,092,012
11315311,0,A,860,P,02287,G,2500,9,,88,2007,2,EURO4,2060,3150,026,012
7603958,0,M,106,A,00399,B,,2,,28.7,2006,2,EURO3,0,427,005,020
5574306,0,A,250,P,00594,B,400,4,,16.93,1975,2,EURO0,0,900,034,108
13290505,0,A,445,P,1991,G,1400,5,,80,2009,2,EURO4,1370,1880,245,016
10668876,0,M,24,A,00289,B-O,0,1,,5.5,2009,2,EURO3,0,179,188,016
8645456,0,A,453,P,01582,G,1400,5,,84.6,2007,2,EURO4,1260,1820,033,018
14661459,0,A,595,P,"1368,00",B,1200,5,,125,2015,2,EURO6,1570,2100,146,015
8845184,0,A,390,P,01108,B,400,4,,40,2007,2,EURO4,1390,1200,100,012
8762857,0,A,415,P,01124,B,750,5,,55,2007,2,EURO4,1300,1420,029,017
8211000,0,A,370,P,01248,G,900,5,,51,2006,2,EURO4,1140,1380,039,108
10647799,0,M,132,A,00696,B,0,2,,54.5,2009,2,EURO3,0,390,042,097
14165774,0,A,395,A,"875,00",M,0,5,,62.5,2015,2,EURO6,850,1550,081,017
11850583,0,A,548,P,"1595,00",B,1200,5,,75,2009,2,EURO5,1660,1780,035,018
1691912,0,A,429,P,01390,B,1000,5,,55,2004,2,EURO4,1630,1740,017,016
1571526,0,A,380,P,01598,B,1200,4,,83,2004,2,EURO3,1640,1775,219,016
15566872,0,A,305,P,"1124,00",B,520,4,,44.1,2007,2,EURO4,1380,1336,118,012
10915064,0,A,365,P,01242,B,800,4,,51,2009,2,EURO5,1190,1305,171,015
4605022,0,M,70,A,00644,B,,2,,32,1990,2,EURO0,0,308,096,017
10929692,0,A,494,P,01560,G,1300,5,,80,2009,2,EURO4,1190,1885,022,098
7522146,0,A,435,P,01248,G,1000,5,,51,2006,2,EURO4,1190,1490,075,013
1500791,0,A,445,P,01910,G,1300,5,,85,2004,2,EURO3,1550,1810,041,018
14480372,0,A,524,P,"1560,00",G,1300,5,F,84,2015,2,EURO5,960,1890,110,018
12234086,0,A,516,P,"1997,00",G,2100,5,,120,2011,2,EURO5,1590,2130,036,015
9689545,0,A,375,P,01560,G,750,4,,80,2008,2,EURO4,1340,1570,046,016
14671490,0,A,704,P,"2400,00",G,2000,5,F,140,2015,2,EURO6,1490,2505,003,108
6636718,4,J,430,A,,,0,,,,1997,1,,0,600,013,097
3780163,0,A,282,A,"1299,00",B,0,4,,44,1998,2,EURO2,0,1265,146,015
1492972,0,A,420,P,01910,G,1300,5,,103,2004,2,EURO3,161,1850,125,017
9270713,0,A,365,P,01242,B,800,4,,51,2008,2,EURO4,1190,1305,175,015
2879338,4,C,651,P,02446,G,2250,5,,66,2001,2,EURO2,0,2515,076,016
10449599,0,A,585,P,01598,ME,400,7,,69,2009,2,EURO4,1380,2250,032,015
15130498,0,A,555,P,"1560,00",G,1550,5,F,73,2016,2,EURO6,950,1830,138,017
10094773,0,A,391,P,01560,G,1150,5,,80,2008,2,EURO4,1200,1710,008,108
14536943,0,M,100,A,"124,00",B,0,2,,7.9,2015,2,EURO3,0,305,146,015
8800101,0,A,175,A,00599,B,0,2,,45,2002,2,EURO3,1130,980,250,013
13069450,4,V,1175,P,"1968,00",G,2000,3,,120,2012,2,EURO5,2210,3500,055,020
13269173,7,C,1365,P,"2198,00",G,3000,3,F,110,2013,2,EURO5,2290,3500,075,013
13644909,0,A,555,P,1796,G,1200,5,,80,2013,2,EURO5,115,2030,036,019
769325,0,A,340,P,01192,B,800,5,,27,1983,2,EURO0,0,1180,049,020
11965869,0,A,447,P,"1560,00",G,1150,5,,82,2011,2,EURO5,1180,1612,005,015
15556012,0,A,330,P,"965,00",B,745,5,GPL,35.33,1996,2,EURO0,0,1075,146,015
15599032,0,A,470,P,"2199,00",G,2000,5,F,147,2016,2,EURO6,1740,2510,029,017
8772490,0,A,505,P,01870,G,1300,5,,96,2006,2,EURO4,1590,2010,146,015
13744726,4,C,1425,P,"2198,00",G,2500,3,F,110,2014,2,EURO5,2290,3500,146,015
15107849,0,A,392,P,"1199,00",B,1100,5,,60,2016,2,EURO6,1090,1505,133,012
14691120,0,A,370,P,"1998,00",G,2000,5,,108,2015,2,EURO6,1630,2080,042,097
6625159,0,M,98,A,00124,B-O,,2,,11,1999,2,EURO0,0,308,146,015
1903674,0,A,670,P,02685,G,3365,5,,120,2000,2,EURO2,0,2810,092,017
12921751,0,M,108,A,"279,00",B,0,2,,20,2008,2,EURO3,0,352,209,015
5628351,4,C,3500,A,02500,G,,3,,55,1990,2,EURO0,0,3500,030,098
15992031,0,A,393,A,"998,00",B,0,5,,92,2017,2,EURO6,1250,1730,117,017
15990529,4,U,139,A,0,,0,0,,0,2017,2,,0,1600,251,013
11613240,0,A,549,P,"1390,00",B,2000,5,,110,2010,2,EURO5,1850,2170,222,016
9304799,3,C,2400,P,2800,G,2500,3,F,76,2002,2,EURO2,0,6000,030,016
10535854,0,A,591,P,02497,G,3500,5,,125,2009,2,EURO4,2280,2670,005,019
15127481,0,M,85,A,"276,00",B,0,2,,18,2016,2,EURO4,0,360,248,015
7491625,0,A,387,P,01422,G,1000,5,,51,2006,2,EURO4,1270,1644,119,012
13169980,0,A,480,P,899,B,480,5,,29,,2,EURO2,0,1150,146,015
8268289,3,B,1760,A,02148,G,,23,,110,2007,2,EURO4,0,5500,024,016
8404660,0,A,285,A,01781,B,,4,,132,2002,2,EURO4,1940,1665,078,015
8357095,0,A,460,P,01991,B,1575,5,,110,1996,0,EURO2,0,1945,030,020
12794402,0,A,441,P,"1398,00",B,1000,5,,74,2012,2,EURO5,1340,1640,234,013
12862605,0,3,81,A,"346,00",B,0,2,,13.6,2012,2,EURO2,0,445,114,013
7896723,0,A,485,P,01968,G,1600,5,,125,2007,2,EURO4,1730,2000,193,013
12658660,0,A,335,P,"1364,00",G,1050,5,,66,2012,2,EURO5,1050,1530,162,017
14128485,0,A,315,P,"1368,00",B,800,4,,99,2014,2,EURO6,1550,1425,166,017
15814745,0,A,405,P,"1968,00",G,1600,5,,103,2007,2,EURO4,1560,2040,042,015
13414135,0,M,125,A,"865,00",B,0,2,,43,2013,2,EURO3,0,430,003,016
10669044,0,A,395,P,01397,B,1150,5,,70,2009,2,EURO4,1400,1640,090,012
11820538,4,C,1460,P,"2402,00",G,2800,3,,85,2010,2,EURO4,2350,3500,097,016
11271686,0,C,300,P,1108,B,800,2,,40,2001,2,EURO3,0,1105,005,019
534510,0,A,0,P,00499,B,300,4,,0,1970,0,EURO0,0,0,009,015
6072259,0,A,0,,01585,B,,5,,0,,2,,,0,146,015
10324545,0,A,399,P,01398,G,1150,5,,50,2008,2,EURO4,1170,1660,135,017
14953298,0,A,488,P,"1422,00",G,1000,5,,55,2016,2,EURO6,880,1640,176,015
10145843,0,A,479,P,01198,B,800,5,,51,2008,2,EURO4,1380,1570,030,016
1189972,0,A,441,P,01896,G,1400,5,,77,2005,2,EURO4,1400,1890,155,017
6623705,0,M,75,A,00176,B-O,0,2,,14.1,2000,2,EURO0,0,266,038,108
1311877,0,A,479,P,01896,G,1400,5,,77,2005,2,EURO3,1490,2005,075,097
14071921,0,A,367,P,"1396,00",B,1300,5,,66.2,2014,2,EURO5,1400,1710,005,015
10227496,0,A,446,P,01229,B,850,5,,59,2008,2,EURO4,1390,1605,024,098
9472935,6,T,10200,P,"12780,00",G,36200,2,,353,2008,2,EURO5,0,18000,130,016
4319254,0,A,390,P,01108,B,400,5,,40,1998,2,EURO2,1480,1200,051,017
7883213,0,M,200,A,00400,B,0,2,,25,2007,2,EURO3,0,415,165,013
14360379,0,A,680,P,"1560,00",G,1050,7,F,88,2015,2,EURO6,1120,2265,133,012
12212036,4,C,1137,P,"1997,00",G,2000,2,,120,2011,2,EURO5,1790,2943,146,015
13368108,0,A,0,P,998,B,750,5,,51,2013,2,EURO5,111,1430,146,015
10794830,7,C,335,P,01399,G,600,2,,50,2009,2,EURO4,1190,1500,146,015
12638524,0,A,416,A,"1388,00",GPL,0,5,,71,2012,2,EURO5,1140,1530,114,018
12749943,0,A,328,P,"1591,00",B,1200,5,,99,2012,2,EURO5,1580,1830,033,108
14114176,0,A,428,P,"1685,00",G,1500,5,F,85,2014,2,EURO5,1370,2110,102,013
3624838,0,A,385,P,00899,B,400,5,,29,1999,2,EURO2,1450,1190,168,015
9334980,0,A,452,P,01396,B,1200,5,,80.2,2008,2,EURO4,1450,1720,024,014
7789897,0,A,440,P,01242,B,750,4,,44,2007,2,EURO4,1390,1460,062,018
14433313,0,A,451,P,"1968,00",G,1600,5,F,135,2014,2,EURO6,1220,1880,094,016
7804940,0,A,476,P,01398,G,1100,5,,50,2006,2,EURO4,1160,1525,192,015
9351359,0,M,10,A,125,B-O,0,2,,10,2008,0,EURO2,50,100,051,108
8574623,0,A,481,P,01596,B,1200,5,,85,2007,2,EURO4,1550,1720,026,012
8052304,0,A,310,A,00998,B,,4,,50,2007,2,EURO4,1090,1190,014,018
1632093,0,A,295,P,01360,B,850,4,,54,2004,2,EURO3,1630,1506,117,017
5442250,0,A,0,P,00899,B,800,5,,29,1998,2,EURO2,1600,1150,122,018
10346088,0,A,290,P,01870,G,1600,4,,95,2008,2,EURO4,1890,1870,022,017
8558395,0,A,540,P,01598,B,1300,7,,77,2007,2,EURO4,1780,1840,102,018
15934213,0,A,470,P,"1560,00",G,1270,5,,73,2017,2,EURO6,970,1705,146,015
662182,4,C,620,P,00903,B,500,2,,25.76,1982,2,EURO0,0,1500,039,108
11934678,0,A,433,P,"1339,00",B,1200,5,GPL,73,2010,2,EURO5,1350,1690,146,015
2958532,0,A,435,P,"1242,00",B,1000,5,,44,2001,2,EURO3,1360,1385,142,017
15906773,0,A,485,P,"1242,00",B,900,5,,51,2017,2,EURO6,1240,1590,045,108
11726233,0,A,410,P,01339,B,1200,5,,61,2007,2,EURO4,1390,1650,220,015
8805586,0,A,445,P,01992,G,1500,5,,80,2007,2,EURO4,1510,1880,011,012
11689115,0,A,305,A,"998,00",B,0,4,,50,2010,2,EURO4,1060,1180,023,108
3763222,4,P,516,P,01796,B,1375,5,,85,1998,2,EURO2,0,1950,235,015
15840399,4,C,1052,P,"1560,00",G,1800,3,,85,2017,2,EURO6,1370,2660,209,015
10785573,0,M,70,A,150,B,0,2,,7,1981,2,EURO0,120,400,051,020
13256617,0,A,354,P,"1360,00",GPL,850,5,,54,2013,2,EURO5,1270,1617,007,015
512112,0,A,402,P,01896,G,1300,5,,74,2001,2,EURO3,1400,1800,188,017
11081676,0,A,549,P,01390,B,2000,5,,110,2009,2,EURO5,1850,2170,005,016
11051805,0,A,355,P,00998,B,750,5,,51,2009,2,EURO4,1180,1440,040,016
8683108,0,A,355,P,00998,B,750,5,,51,2007,2,EURO4,1270,1440,050,108
8879438,0,A,322,P,00989,B,600,4,,43,2006,2,EURO4,1140,1200,029,017
9587356,0,A,420,P,01910,G,1300,5,,103,2004,2,EURO3,1610,1850,006,108
7450006,0,A,485,P,01368,B,1000,5,,57,2006,2,EURO4,1400,1600,117,017
11228002,0,A,365,P,01242,B,800,4,,51,2010,2,EURO5,1190,1305,049,108
12491509,0,M,115,A,"1195,00",B,0,2,,121,2010,2,EURO3,0,380,012,108
11934495,0,A,485,P,"1995,00",G,2000,5,,130,2010,2,EURO5,1640,2145,043,014
10752242,0,A,275,A,00998,B,,4,,50,2009,2,EURO4,1070,1190,146,015
3822515,0,A,385,P,"1108,00",B,900,5,,40,1998,2,EURO2,0,1310,026,012
13733606,0,A,722,P,"2179,00",G,1850,8,F,94,2008,2,EURO3,1950,2505,116,015
13485168,0,A,485,P,"1248,00",G,1000,5,,62,2013,2,EURO5,1050,1880,146,015
12153183,0,A,605,P,"1910,00",G,1300,6,F,88,2009,2,EURO4,1640,2050,138,013
2685995,0,A,445,P,01598,B,1300,5,,77,2001,2,EURO3,1920,1730,077,015
3295392,0,A,330,A,00796,B,,5,,37.5,2000,2,EURO2,1610,1210,009,108
401395,0,A,330,,00999,B,,5,,33,,2,,,1180,146,015
14396881,0,A,405,P,"1242,00",B,750,4,,51,2015,2,EURO6,1200,1445,106,015
14844037,0,M,90,A,"400,00",B,0,2,,26.5,2016,2,EURO3,0,374,092,012
2227923,0,A,395,P,01753,G,1200,5,,74,2003,2,EURO3,1400,1720,019,108
147107,0,A,330,,00652,B,,5,,22,,2,,,1050,166,015
13493663,0,A,642,P,"1598,00",G,1400,7,,96,2013,2,EURO5,1390,2320,020,108
10082646,0,C,900,A,02998,G,0,3,,130,2006,0,EURO4,2772,3500,042,097
6462172,0,M,72,A,00123,MSC,0,2,,5.89,1981,2,EURO0,0,246,143,018
2700851,0,M,101,A,00250,MSC,0,1,,9.7,2002,2,EURO1,0,260,251,013
989955,0,A,494,P,01560,G,1200,5,,66,2005,2,EURO4,1250,1880,041,020
967731,0,A,250,A,00499,B,,4,,13,1972,2,EURO0,0,840,189,015
5190884,0,A,330,P,00965,B,745,5,,35,1984,2,EURO0,0,1075,093,016
11956769,0,A,255,A,"998,00",B,0,4,,50,2011,2,EURO5,1060,1190,008,016
4705749,0,M,105,A,00644,B,,2,,29,1997,2,EURO0,0,355,033,108
14798882,0,A,480,P,"1248,00",G,1000,5,F,70,2016,2,EURO6,1070,1875,146,015
11206636,0,A,365,P,01229,GPL,850,5,,59,2010,2,EURO4,1190,1605,146,015
11215676,0,A,366,P,01086,GPL,700,5,,46,2010,2,EURO4,1110,1350,039,108
12497890,0,A,415,P,"1242,00",B,200,5,,69,2011,2,EURO5,1290,1480,096,017
16030770,0,A,445,P,"1461,00",G,1200,5,F,66,2017,2,EURO6,850,1702,086,012
4513732,4,C,1100,P,02800,G,3000,3,,76,1997,2,EURO2,0,3500,094,016
9256180,0,A,485,P,01368,B,1000,5,,57,2008,2,EURO4,1390,1585,021,017
15127358,0,A,255,A,"898,00",B,0,2,,66,2016,2,EURO6,960,1195,178,016
10482432,0,A,585,P,01896,G,1400,5,,77,2009,2,EURO4,1590,1995,017,020
6089455,0,A,330,P,00770,B,800,5,,25,1990,2,EURO0,0,1100,105,015
13318529,0,A,375,A,"1598,00",B,0,4,,55,2013,2,EURO6,1270,1530,051,012
15841650,0,M,154,A,"937,00",B,0,2,,83,2017,2,EURO4,0,465,061,014
6856760,0,M,72,A,00123,MSC,,2,,5.89,1979,2,EURO0,0,246,133,012
11504800,4,L,115,P,01994,B,2000,5,,110,2010,2,EURO4,1980,2015,146,015
11109800,0,A,485,P,01242,B,900,5,,48,2008,2,EURO4,1390,1590,146,015
5989014,0,A,330,P,01396,B,900,5,,70,1990,2,EURO0,0,1480,050,017
14807079,0,A,486,P,1422,G,0,5,,51,2007,2,EURO4,119,1650,184,017
10586067,4,C,925,P,01997,G,2000,2,,88,2009,2,EURO4,1940,2708,146,015
6197200,0,M,70,A,00599,B,,2,,72,1992,2,EURO0,0,360,146,015
13139494,0,A,1000,P,1390,B,1000,5,,44,2000,0,EURO2,0,2000,001,108
15994497,0,M,155,A,"798,00",B,0,2,,63,2017,2,EURO3,0,444,192,015
8900204,0,A,525,P,02993,G,2000,5,,173,2007,2,EURO4,1800,2300,192,015
2112504,0,A,340,P,01998,B,1500,4,,110,2003,2,EURO3,2110,1690,075,013
11088179,0,M,132,A,00696,B,0,2,,54.5,2009,2,EURO3,0,390,036,019
9672772,0,M,100,A,00244,B,0,2,,16.5,2008,2,EURO3,0,350,163,017
14564339,0,A,0,,0,,,0,,0,,0,,0,0,146,015
10934172,0,A,415,P,01149,B,900,5,,55,2009,2,EURO4,1390,1640,083,018
2464475,0,A,435,P,02494,B,1900,5,,141,2002,2,EURO4,2470,2040,048,013
11972115,0,A,525,P,"1560,00",G,1200,5,,85,2011,2,EURO5,1190,1915,204,015
10836765,0,A,357,P,01360,GPL,900,5,,54,2009,2,EURO4,1310,1620,146,015
81839,0,A,330,,01962,B,,5,,89,,2,,,1540,053,108
15017843,0,A,535,P,"1968,00",G,2000,5,,140,2015,2,EURO6,1490,2470,058,017
10951600,0,A,380,A,01242,B,0,4,,51,2009,2,EURO4,1190,1320,182,015
10223700,0,A,517,P,01997,G,2100,5,,100,2008,2,EURO4,1690,2130,065,017
324300,2,A,436,P,01461,G,1000,5,,60,2004,2,EURO3,1270,1735,050,108
8844333,0,A,489,P,01560,G,1300,5,,80,2007,2,EURO4,1320,1900,097,019
7233413,0,A,425,P,02993,G,2000,5,,150,2004,2,EURO3,2240,2350,192,015
14397841,0,A,817,P,"2993,00",G,3500,5,F,225,2015,2,EURO5,1850,3000,029,017
5535205,0,A,140,A,01779,B,,2,,83,1968,2,EURO0,0,1250,146,015
13912137,0,A,495,A,"1991,00",B,0,5,,265,2014,2,EURO6,1650,2050,119,013
2081230,0,A,410,P,01124,B,926,5,,44.1,2003,2,EURO3,1430,1463,086,015
13499098,0,A,425,P,"875,00",B,800,5,,62.5,2013,2,EURO5,1140,1550,033,108
2284258,0,A,495,P,01686,G,1100,5,,55,2002,2,EURO3,1320,1815,116,015
13893504,4,C,675,P,"1598,00",G,1300,2,F,77,2014,2,EURO5,1430,2070,146,015
13390547,0,A,393,P,"1229,00",GPL,850,5,,63,2013,2,EURO5,1150,1630,060,015
2493651,0,A,465,P,01149,B,1100,5,,43,2002,2,EURO3,1430,1440,024,108
13125937,0,A,556,P,1598,G,1400,5,,77,2012,2,EURO5,1190,1870,041,019
12531508,6,C,5150,A,"6174,00",G,0,3,,195,2006,2,EURO3,0,11500,053,012
10925780,0,A,440,P,01242,B,750,5,,44,2009,2,EURO4,1390,1460,024,016
10153792,0,A,310,A,00998,B,0,4,,50,2008,2,EURO4,1080,1190,058,097
7646498,0,A,450,P,00998,B,700,5,,44,2006,2,EURO4,1270,1430,207,016
14964714,0,A,380,A,"1242,00",B,0,4,,51,2016,2,EURO6,1150,1320,061,014
12364665,0,M,124,A,"1151,00",B,0,2,,77.3,2011,2,EURO3,0,495,211,015
14424898,0,M,109,A,"330,00",B,0,2,,24.5,2015,2,EURO3,0,375,020,019
3823954,0,A,385,P,01108,B,900,5,,40,1999,2,EURO2,0,1310,138,018
8687742,0,A,505,P,01587,B,1200,7,M,80,2007,2,EURO4,1780,1940,018,016
14423457,0,M,107,A,"471,00",B,0,2,,35,2015,2,EURO3,0,376,146,015
