PROG,USO,DESTINAZIONE,PORTATA,FLAG_ANN_MASSA_RIMORC,CILINDRATA,ALIMENTAZIONE,MASSA_RIMORCHIABILE,NUMERO_POSTI,TIPO_ALIMENTAZIONE_IMPIANTO,KW,DT_PRIMA_IMMATRICOLAZIONE,NUMERO_ASSI,COD_SIGLA_EURO,EMISSIONI_CO2,PESO_COMPLESSIVO,COD_ISTAT_COMUNE,COD_ISTAT_PROVINCIA
12809587,0,A,442,P,"1124,00",B,775,5,,44.1,2012,2,EURO5,1370,1527,146,015
96113,0,A,390,,01896,G,,5,,66,,2,,,1730,176,016
12714442,0,A,518,P,"1149,00",B,1200,5,,55,2012,2,EURO5,1350,1580,077,015
14202940,0,A,520,P,"1995,00",G,1600,5,F,85,2015,2,EURO5,1230,2075,192,015
14913542,0,A,361,A,"999,00",B,0,4,,44,2016,2,EURO6,1050,1290,146,015
14322547,0,A,543,P,"1956,00",G,1600,5,F,118,2011,2,EURO5,1490,2276,088,016
8527840,0,A,390,P,01108,B,400,4,,40,2005,2,EURO3,1430,1200,055,098
15708923,0,A,555,P,"1461,00",G,1350,5,,66,2016,2,EURO6,1120,1950,111,019
14841709,0,A,525,P,"1560,00",G,1200,5,F,88,2016,2,EURO6,1020,1910,038,017
11228494,0,A,405,P,01461,G,1200,5,,63,2010,2,EURO4,1240,1715,159,015
7091212,4,C,520,A,02446,G,,2,,63,1987,2,EURO0,0,2210,100,018
6577509,4,P,1260,P,02496,G,1500,6,,56,1998,2,EURO2,0,3500,033,014
11031391,0,A,405,P,01598,G,1000,4,,88,2009,2,EURO5,1220,1685,166,015
12513468,0,A,380,P,"1995,00",B,1200,5,,133,1989,2,EURO0,0,1665,012,017
5456639,5,C,11470,A,09572,G,,3,,200,1994,3,EURO1,0,24000,036,019
12308541,0,A,441,P,"1242,00",B,500,5,,44,2011,2,EURO5,1270,1495,189,018
9814431,0,A,387,P,01397,B,1150,5,,70,2008,2,EURO4,1450,1640,169,013
557192,0,A,429,P,01399,G,750,5,,50,2005,2,EURO4,1220,1570,147,013
981487,0,A,505,P,02993,G,2100,5,,170,2005,2,EURO4,2160,2480,192,015
9977053,0,M,0,A,00124,MSC,0,2,,9.57,1978,2,EURO0,0,0,029,012
9254816,0,A,375,P,01991,G,1000,5,,89,2008,2,EURO4,1490,1755,108,019
8525565,0,A,445,P,01995,G,1600,5,,120,2007,2,EURO4,1530,1950,024,016
14055556,0,M,94,A,"125,00",B,0,2,,8.1,2014,2,EURO3,0,321,027,108
3206002,0,M,100,A,00125,B,0,1,,11,2000,2,EURO1,0,360,087,015
11453210,0,A,395,P,01242,B,900,5,,44,2000,2,EURO2,1580,1330,189,015
4679004,0,A,380,P,01108,B,900,5,,40,1997,2,EURO2,0,1315,146,015
15642776,0,A,556,P,"1598,00",G,1400,5,F,77,2011,2,EURO5,1190,1870,029,017
11456486,0,A,440,P,01328,B,1000,4,,67.5,2010,2,EURO4,1400,1485,042,108
13580854,0,A,425,P,"1242,00",B,800,5,,51,2013,2,EURO5,1200,1440,068,097
2306365,0,A,405,P,01242,B,900,5,,59,2002,2,EURO3,1410,1390,015,015
3481524,0,A,388,P,01242,B,250,5,,55,1999,2,EURO2,1610,1420,133,012
13003333,0,A,440,P,"1242,00",B,750,4,,51,2012,2,EURO5,1140,1460,022,020
7306116,4,C,425,P,01995,G,1500,5,,85,2005,2,EURO3,1900,1930,098,015
13793689,0,A,385,A,"1368,00",M,0,5,,57,2014,2,EURO6,1190,1750,230,015
10620893,0,A,413,P,01149,B,1200,5,,55,2009,2,EURO4,1390,1598,024,016
8969101,0,A,428,P,01242,B,600,5,,55,2007,2,EURO4,1390,1530,065,097
14023216,0,A,312,A,"2995,00",B,0,2,,280,2014,2,EURO5,2130,2050,103,017
9458501,0,A,475,P,01968,G,1600,5,,103,2008,2,EURO4,1650,2080,171,016
9924051,4,C,505,P,01753,G,1200,2,,66,2008,2,EURO4,1740,2040,177,018
6825225,0,M,,A,00652,B,,2,,42.69,1980,2,EURO0,0,,036,020
15004516,0,A,405,A,"1497,00",B-E,0,5,,54,2016,2,EURO6,750,1565,050,108
8107140,0,A,350,P,01297,B,800,5,,51,1985,2,EURO0,0,1190,021,019
14933572,4,C,576,P,"1560,00",G,1250,3,F,73,2016,2,EURO6,1120,1960,024,016
7168662,4,C,2100,A,02800,G,,3,,107,2003,2,EURO3,0,6000,012,097
7812035,0,A,485,P,01992,G,1500,5,,103,2007,2,EURO4,1490,1880,107,012
2197570,0,A,419,P,01242,B,600,5,,55,2003,2,EURO4,1470,1520,049,108
2854435,0,M,117,,00150,B,,2,,8.5,,2,,,300,055,013
12609478,0,A,480,P,"1390,00",B,1000,5,,63,2012,2,EURO5,1390,1550,054,108
1235958,0,A,424,P,01668,B,1500,6,,92,2005,2,EURO4,1790,1890,096,012
8043852,0,A,435,P,"1149,00",B,1100,5,,43,2007,2,EURO4,1430,1425,117,017
11667824,0,M,135,A,"744,00",B,0,2,,35.5,2010,2,EURO3,0,401,004,098
3312770,0,A,445,P,01747,B,1300,5, ,106,2000,2,EURO2,1960,1750,197,016
9853928,0,A,405,P,02979,B,1800,4,,225,2008,2,EURO4,2320,2130,096,017
13549857,0,A,494,P,"1956,00",G,1250,7,,103,2013,2,EURO5,1690,2495,045,017
4781221,0,A,330,P,01768,G,800,5,,44,1985,2,EURO0,0,1270,050,108
6134025,4,I,1210,A,02402,G,,6,,88,2001,2,EURO3,0,3500,150,018
6833776,0,M,70,A,00346,B,,2,,25.02,1980,2,EURO0,0,320,201,015
9429007,0,M,0,A,00121,MSC,0,2,,6,1992,0,EURO0,0,0,020,097
15586793,0,A,565,P,"1461,00",G,1200,5,,80,2016,2,EURO6,1040,1985,024,016
10327697,0,M,70,A,00748,B,0,2,,50,1988,2,EURO0,0,353,061,017
12991267,0,A,430,P,"1368,00",B,1300,5,,125,2011,2,EURO5,1340,1795,033,017
1151363,0,A,330,P,00999,B,800,5,,33,1986,2,EURO0,0,1120,074,012
7161583,6,C,5500,A,06374,G,0,2,,170,2003,2,EURO3,0,11500,099,018
12935324,0,A,370,P,1242,GPL,1000,4,,44,2009,2,EURO4,1400,1305,146,015
9152516,0,A,330,P,01116,B,900,5,,40.48,1983,2,EURO0,0,1240,013,097
1175162,0,A,355,A,"1598,00",B,0,4,,125,2005,2,EURO4,2070,1570,230,015
3307663,0,M,112,A,00250,B,0,2,,15.5,2000,2,EURO1,0,355,035,019
4760514,0,A,375,P,01297,B,900,5,,55.2,1979,2,EURO0,0,1300,075,013
14493197,0,M,118,A,530,B,0,2,,34,2015,2,EURO3,0,415,128,013
567573,0,A,370,A,00796,B,,5,,38,2005,2,EURO4,1230,1250,199,017
8188083,0,A,398,P,01388,B,900,5,,59,2002,2,EURO4,1580,1530,078,012
5252091,4,J,400,A,00000,,,0,,0,2000,1,,0,650,036,019
10175080,0,A,370,P,01242,B,800,4,,44,2008,2,EURO4,1330,1305,054,108
12045324,0,A,525,A,3993,B,0,4,,96,1961,2,EURO0,0,2019,189,015
11671093,0,M,161,A,"798,00",B,0,2,,63,2010,2,EURO3,0,443,081,015
6665919,0,A,460,P,01248,G,1000,5,,55,2006,2,EURO4,1240,1665,171,015
10046641,0,A,470,P,01968,G,1200,5,,103,2008,2,EURO4,1630,2000,092,012
9702553,4,C,445,P,01248,G,1000,4,,55,2008,2,EURO4,1190,1665,233,016
1851842,0,A,440,P,01242,B,750,4,,44,2003,0,EURO3,142,1460,059,016
11465506,0,A,545,P,01968,G,2000,5,F,103,2010,2,EURO5,1570,2075,044,020
957477,0,A,0,,01275,B,,5,,0,,2,,,1150,176,016
6799374,0,A,529,P,01560,G,1200,5,,66,2005,2,EURO4,1270,1920,020,017
2248260,0,A,475,P,01587,B,900,5,,70,2002,2,EURO3,1780,1790,040,108
1844137,4,C,610,P,01910,G,1000,2,,59,2003,2,EURO3,0,1890,057,097
14538540,4,C,616,P,"1560,00",G,1150,3,F,66,2015,2,EURO5,1320,1990,146,015
3119920,0,A,435,P,01242,B,1000,5,,44,2000,2,EURO2,1360,1385,031,012
14959956,0,A,405,P,"1242,00",B,800,4,,51,2016,2,EURO6,1150,1345,009,017
2290909,0,A,445,P,01199,B,950,5,,55,2002,2,EURO4,1540,1455,182,015
7067247,0,A,1249,A,01582,B,0,4,,95,1963,2,EURO0,0,1250,029,017
8953629,0,A,457,P,01587,B,1200,5,M,80,2007,2,EURO4,1720,1800,077,015
7948413,0,A,650,P,02664,G,2800,5,,92,2000,2,EURO2,0,2510,108,019
3701355,0,A,405,P,01896,G,1300,5,,66,1999,2,EURO2,1380,1780,021,017
6269132,0,M,106,A,00647,B,,2,,39,2001,2,EURO1,0,392,098,015
10051036,4,L,1020,A,05880,G,0,2,,160,2008,2,EURO4,0,8000,115,018
6247560,0,M,70,A,00150,B-O,0,2,,11.05,1995,2,EURO0,0,278,189,015
13441707,0,A,329,A,"1229,00",B,0,4,,51,2013,2,EURO6,1240,1470,142,015
5040070,0,A,0,,01608,B,,5,,0,,2,,,0,166,017
8833411,0,A,415,P,01149,B,1200,5,,55,2007,2,EURO4,1390,1580,166,015
156997,0,M,70,,00351,MSC,,2,,19,,2,,,278,033,012
12960772,0,M,122,A,"599,00",B,0,2,,75,2007,2,EURO3,0,395,034,012
1855016,0,A,555,P,02179,G,1500,5,,98,2003,2,EURO3,1690,2148,066,014
13276174,1,B,1400,A,"2148,00",G,0,30,,95,2002,2,EURO3,0,4600,246,016
11083465,0,A,582,P,01397,B,1300,7,,96,2009,2,EURO5,1700,2087,033,108
14589047,4,R,445,A,0,,0,0,,0,2015,1,,0,600,202,013
3032648,0,A,435,P,01242,B,1000,5,,44,2001,2,EURO3,1360,1370,166,015
12429063,0,A,508,P,"2199,00",G,2000,7,,145,2011,2,EURO5,1970,2570,146,015
8340718,0,A,465,P,01686,G,1000,5,,55,2002,2,EURO3,1300,1580,025,019
12672441,0,A,405,P,"875,00",B,750,4,,62.5,2012,2,EURO5,970,1460,146,015
12458336,0,A,255,A,"998,00",B,0,4,,50,2011,2,EURO5,1060,1190,089,012
6660633,4,L,710,P,02463,G,2000,3,,73,2006,2,EURO3,0,3500,118,015
14682670,0,A,771,P,"1560,00",G,1500,7,F,88,2015,2,EURO6,1050,2205,211,015
3571936,0,A,273,A,01299,B,,4,,44,1999,2,EURO2,0,1265,135,016
7404063,0,A,350,P,00998,B,750,5,,51,2005,2,EURO4,1270,1440,059,015
15121511,0,A,320,P,"1598,00",G,1500,5,F,100,2016,2,EURO6,1240,1938,048,097
9810809,0,M,115,A,00499,B,,2,,32.6,2005,2,EURO2,0,415,008,108
1205008,0,A,430,P,01995,B,1300,5,,86,1990,2,EURO0,0,1730,139,015
1333297,0,A,330,A,00796,B,0,5,,37.5,2005,2,EURO3,1440,1210,074,013
12697238,0,A,403,P,"1360,00",B,950,5,,54,2012,2,EURO5,1450,1617,026,014
10170310,0,A,370,P,01242,B,800,5,,44,2008,2,EURO4,1550,1425,036,014
7319375,0,A,370,P,01242,B,800,4,,44,2005,2,EURO4,1380,1305,033,108
10093259,0,A,433,P,01198,B,800,5,GPL,51,2008,2,EURO4,1390,1560,033,108
658972,0,A,330,P,02445,G,1340,5,,52,1982,2,EURO0,0,1680,024,098
2824703,0,A,0,A,01299,B,0,4,,44,2001,2,EURO4,1630,0,125,012
7297160,4,C,735,P,01998,G,1250,2,,55,2001,2,EURO3,0,2500,195,017
14393820,0,A,640,P,"1995,00",G,2700,5,F,160,2014,2,EURO6,1560,2755,027,015
12259103,0,A,445,P,"1598,00",B,1300,5,,77,2001,2,EURO3,1920,1730,036,019
6541498,0,A,425,P,01995,G,1600,5,,110,2002,2,EURO3,1480,1915,072,015
4066847,0,A,435,P,01910,G,1300,5,,74,1998,2,EURO2,1710,1665,038,016
2047486,0,M,110,A,00250,B,,2,,15.7,2003,2,EURO2,0,355,132,016
9743692,0,A,592,P,01796,B,1300,7,M,103,2008,2,EURO4,1720,2095,146,015
548461,,,0,,00000,,,0,,0,,0,,,0,024,016
9877259,0,A,315,A,01242,M,0,4,,44,2008,2,EURO4,1130,1455,024,016
7166448,0,M,109,A,00999,B,,1,,102,2004,2,EURO2,0,390,033,017
6068046,4,C,500,P,01910,G,1300,2,,77,2000,2,EURO2,0,1845,172,015
11689012,0,A,508,P,"1595,00",GPL,1200,5,,75,2010,2,EURO4,1490,1830,081,018
12669792,0,M,108,A,"499,00",B,0,2,,29.4,2012,2,EURO1,0,400,024,108
7715278,7,H,26200,A,0,,0,0,,0,2006,5,,0,38000,023,108
12366215,0,A,395,P,"1995,00",G,1200,5,,105,2011,2,EURO5,1500,1815,031,098
7495977,0,A,435,P,01248,G,1000,5,,51,2006,2,EURO4,1190,1490,025,017
13874937,0,M,101,A,"125,00",B,0,2,,8.4,2014,2,EURO3,0,292,098,013
14162373,0,A,392,P,"1199,00",B,1100,5,,60,2015,2,EURO5,1090,1505,183,016
8238521,0,A,0,P,01242,B,1000,5,,44,2000,2,EURO2,1360,0,189,015
14944198,0,A,315,P,1368,B,0,4,,118,,2,EURO6,139,1425,023,108
11172081,0,A,787,P,02400,G,1500,5,,129,2009,2,EURO4,1590,2505,070,020
6128536,0,M,70,A,00346,B,,2,,24.6,1981,2,EURO0,0,320,146,015
12854498,0,A,515,P,"1995,00",G,2000,5,,135,2012,2,EURO5,1470,2315,004,108
1787226,4,C,412,P,01686,G,1200,4,,74,2004,2,EURO4,0,1910,029,017
11238249,0,A,415,P,01149,B,1200,5,,55,2010,2,EURO4,1390,1570,004,018
118672,0,A,355,,01779,B,,5,,88,,2,EURO0,,1535,051,015
5404965,4,J,285,A,,,,,,,1992,1,,0,395,168,015
11488572,0,A,445,P,01910,G,1500,5,F,88,2010,2,EURO4,1570,2040,028,012
842301,0,A,480,P,01598,B,1200,5,,74,2005,2,EURO4,1750,1855,003,012
10496994,0,A,0,P,0,B,0,0,,55,2008,0,EURO4,0,0,146,015
13885353,0,A,365,P,"1242,00",B,800,4,,51,2014,2,EURO6,1180,1340,015,015
4764482,0,A,355,P,01351,B,1000,5,,63,1987,2,EURO0,0,1335,003,013
12816948,0,A,485,P,"1368,00",GPL,500,5,,57,2012,2,EURO5,1140,1600,134,015
13574580,0,A,354,P,"1360,00",GPL,850,5,,54,2013,2,EURO5,1270,1617,220,015
13222108,0,A,485,P,"1242,00",B,900,5,,51,2013,2,EURO5,1260,1590,051,015
6320911,0,M,70,A,00123,B,0,2,,12,1990,2,EURO0,0,261,039,020
1205913,0,A,722,P,"2179,00",G,1850,8,,94,2005,2,EURO3,1950,2505,034,108
11889291,0,A,370,P,"1242,00",B,800,4,,51,2010,2,EURO5,1130,1305,146,015
7204007,0,A,0,P,01991,G,1870,5,,82.5,2004,2,EURO3,2460,2520,091,016
13863355,0,M,110,A,"471,00",B,0,2,,35,2014,2,EURO3,0,379,034,020
13395420,0,A,484,P,"1461,00",G,1200,5,,66,2013,2,EURO6,950,1729,140,015
7550842,0,A,457,P,01587,B,1200,5,,80,2006,2,EURO4,1720,1800,029,012
4595798,0,M,70,A,00150,MSC,0,2,,6.62,1982,2,EURO0,0,244,034,017
5887032,0,M,70,,00599,B,,2,,63,,2,,,358,084,018
10513187,0,A,485,P,01598,GPL,1300,5,,77,2009,2,EURO4,1590,1935,229,015
15603501,0,A,565,P,"1461,00",G,1200,5,,80,2016,2,EURO6,1060,1985,050,098
1463481,0,A,480,P,01248,G,1100,5,,51,2004,2,EURO3,1470,1865,146,015
9958252,0,A,485,P,01968,G,1400,5,,103,2008,2,EURO4,1430,1945,143,013
1721045,0,A,480,P,01598,B,1200,5,,74,2004,2,EURO4,1790,1855,046,097
6250070,,,6550,,05958,G,,2,,149,,2,,,13000,068,097
14730703,0,A,405,P,"1242,00",B,800,4,,51,2016,2,EURO6,1150,1345,021,017
2254389,0,A,0,P,01242,B,900,5,,44,2002,2,EURO3,1360,1330,168,015
4471810,7,E,30600,A,00000,,,0,,0,1997,4,,0,36800,051,015
2705955,0,A,422,P,01896,G,1400,5,,85,2001,2,EURO3,1430,1920,164,017
14318123,0,A,365,P,"1242,00",B,800,4,,51,2015,2,EURO6,1130,1340,096,016
296059,0,M,70,,00750,B,,2,,85,,2,,,367,127,018
11144655,0,A,366,P,00999,GPL,700,5,,44,2009,2,EURO4,1120,1350,127,012
644638,0,A,370,P,01242,B,600,5,,55,2005,2,EURO4,1500,1490,041,108
6536240,0,A,476,P,01596,B,1200,5,,74,2000,2,EURO2,0,1635,201,015
14270258,0,A,485,P,"1368,00",GPL,500,5,,88,2015,2,EURO6,1310,1705,029,017
5795609,0,A,390,P,01360,B,1000,5,,52,1991,2,EURO0,0,1360,146,015
10584509,4,C,1335,P,02287,G,3000,3,,88,2009,2,EURO4,0,3500,029,017
7206660,0,A,435,P,01596,B,1100,5,,76,2003,2,EURO3,1730,1660,021,019
987298,0,A,430,P,01999,B,1340,4,,84,1980,2,EURO0,0,1770,133,017
10262580,0,A,490,P,02987,G,3500,5,,160,2008,2,EURO4,2720,2750,077,015
14500065,0,A,429,A,12396,G,1300,5,F,66,2015,2,EURO6,110,1800,175,015
12019164,0,A,485,P,"1368,00",B,1000,5,,77,2011,2,EURO5,1340,1620,032,013
8022571,0,A,465,P,01995,B,1250,5,,95,2007,2,EURO4,1820,1970,088,018
9271719,0,A,479,P,01198,B,800,5,,51,2008,2,EURO4,1380,1570,064,017
13620344,0,A,425,P,"1242,00",B,800,5,,51,2013,2,EURO5,1200,1440,035,012
10459560,0,A,534,P,01390,B,1300,5,,90,2009,2,EURO5,1380,1850,123,016
13780594,0,A,525,P,"1595,00",B,1200,5,,90,2014,2,EURO6,1310,1920,133,012
1172936,0,M,0,,00342,B,,2,,0,,0,,,0,018,098
1899099,0,A,405,P,01399,B,1100,5,,69,2003,2,EURO3,1710,1535,046,015
7387084,0,A,465,P,"1995,00",G,1600,5,F,120,2006,2,EURO4,1840,2060,023,108
11161569,0,A,435,P,01242,B,1000,5,,44,2009,2,EURO4,1330,1385,032,015
13308262,0,M,124,A,"1151,00",B,0,2,,77.3,2013,2,EURO3,0,495,016,020
6646043,0,A,305,A,01598,B,0,4,,78,1999,2,EURO2,0,1380,083,097
1375681,0,A,475,P,01587,B,900,5,,70,2005,2,EURO3,1780,1790,213,016
9361024,0,A,185,A,00799,G,0,2,,30,,2,EURO3,900,990,193,016
10685053,0,A,170,A,01192,B,0,2,,25,1975,2,EURO0,0,800,021,017
5516484,4,P,335,P,01588,G,945,5,,39,1982,2,EURO0,0,1280,098,015
12745760,0,A,492,P,"1686,00",G,1200,5,,81,2012,2,EURO5,1210,2105,207,016
560424,0,A,330,P,01608,G,800,5,,39,1986,2,EURO0,0,1260,053,016
12522365,0,A,544,P,"4701,00",B,3360,5,GPL,164,2000,2,EURO3,3900,2495,175,015
11330377,0,A,384,P,01360,GPL,1000,5,,54,2010,2,EURO5,1190,1529,249,015
8194902,4,P,330,P,00899,B,800,5,,29,1996,2,EURO2,0,1115,154,015
15997156,0,A,445,P,"1995,00",G,1600,4,,140,2017,2,EURO6,1140,2020,033,108
12607456,0,M,76,A,"151,00",B,0,2,,7.7,2012,2,EURO3,0,260,194,015
7804099,0,A,367,P,01360,B,950,5,,54,2006,2,EURO4,1500,1580,133,012
14003819,0,A,0,A,1968,B,0,0,,103,2008,2,EURO4,0,0,027,014
2372905,0,A,385,P,01397,B,1000,5,,60,2002,2,EURO3,1700,1490,209,015
6724135,0,A,480,P,01364,B,1000,5,,66,2006,2,EURO4,1540,1810,081,017
7259867,0,A,525,P,01991,G,1600,5,,82.5,2004,2,EURO3,1870,2210,181,015
13249029,0,C,880,A,2800,G,0,3,,78,2002,2,EURO3,0,3500,024,016
11205455,0,M,103,A,00125,B,0,2,,10.1,2010,2,EURO3,0,314,209,015
9181129,0,A,400,P,01586,B,1200,5,,79,2007,2,EURO4,1730,1670,007,016
4393971,4,P,415,P,01948,B,1400,5,,103,1997,2,EURO2,0,1740,029,017
13383839,0,A,579,P,"1968,00",G,2200,5,F,103,2012,2,EURO5,1570,2240,146,015
10477224,0,A,405,P,01368,B,500,4,,114,2009,2,EURO5,1530,1625,007,013
2022991,4,C,551,P,01997,G,1100,2,,66,2003,2,EURO3,0,1990,060,097
13782576,4,C,1240,P,"2287,00",G,3500,3,F,93,2014,2,EURO5,2220,3500,107,017
681528,0,A,185,A,00698,B,0,2,,45,2005,2,EURO4,1180,990,040,016
8569966,0,A,555,P,01910,G,1500,5,,88,2007,2,EURO4,1570,2140,087,018
13242057,4,C,1065,P,"2198,00",G,2500,3,,96,2013,2,EURO5,1950,3000,136,015
12241656,0,A,368,P,"1598,00",B,1200,5,,91,2011,2,EURO5,1530,1819,116,015
202263,0,A,365,P,00999,B,800,5,,33,1992,2,EURO1,0,1205,146,015
9273657,0,A,445,P,01910,G,1300,5,,88,2008,2,EURO4,1530,1830,026,012
5848220,0,A,350,P,01108,B,800,5,,41,1991,2,EURO0,0,1195,035,019
10819914,4,C,1010,P,02198,G,2000,3,,63,2009,2,EURO4,2110,2800,047,019
8171921,0,A,330,P,771,GPL,800,5,M,25,1989,2,EURO0,0,1100,050,108
9718000,0,A,564,P,01896,G,1400,5,,77,2007,2,EURO4,1350,1890,028,016
14406599,0,A,310,A,"998,00",B,0,4,,51,2015,2,EURO5,950,1240,201,015
11897549,0,A,435,P,"2148,00",G,1500,4,,110,2006,2,EURO4,1850,1970,132,016
7642507,0,A,397,P,01422,G,1000,5,,59,2006,2,EURO4,1220,1650,071,097
2876292,0,A,397,P,01390,B,800,5,,44,2001,2,EURO4,1540,1470,016,017
12490264,0,A,250,P,"2479,00",B,1200,2,,162,1991,2,EURO0,0,1670,146,015
11638265,0,A,522,P,"1598,00",G,1400,5,,77,2010,2,EURO5,1070,1840,104,016
15828375,0,A,445,P,"1199,00",B,450,5,,60,2017,2,EURO6,1130,1540,033,108
6685916,0,A,440,P,01588,G,1000,5,,51,1984,2,EURO0,0,1430,092,012
144113,0,A,250,,00652,B,,4,,17,1988,2,EURO0,,920,127,012
13802183,0,A,455,P,"1398,00",G,675,5,F,50,2014,2,EURO5,980,1580,195,015
15808315,0,A,445,P,"1199,00",B,450,5,,60,2017,2,EURO6,1130,1540,133,016
13333936,0,A,505,P,"1461,00",G,1200,5,,55,2013,2,EURO5,950,1651,016,015
3765863,0,A,390,P,01796,B,1300,5,,85,1994,2,EURO1,0,1705,024,016
8802626,0,A,435,P,01248,G,1000,5,,51,2005,2,EURO4,1190,1475,090,013
4813208,0,A,355,P,00999,B,600,5,,37,1997,2,EURO2,0,1375,017,019
11217003,0,A,485,P,01368,B,1000,5,,57,2010,2,EURO5,1320,1600,146,015
6691713,4,C,1125,P,01948,G,2000,5,,64,2006,2,EURO3,0,2900,169,018
524812,4,C,1000,A,02800,G,0,3,,66.1,2005,2,EURO3,0,3500,063,014
13534783,0,A,453,P,"1461,00",G,1150,5,,66,2013,2,EURO5,990,1670,030,020
15724095,0,A,535,P,"1461,00",G,1200,5,,80,2017,2,EURO6,1010,1960,198,016
4063986,0,A,395,P,01242,B,900,5,,44,1997,2,EURO2,1580,1330,033,108
6536541,0,A,330,P,01997,G,1100,5,,53,1987,2,EURO0,0,1680,040,108
7523356,0,A,445,P,01598,B,1300,5,,77,2006,2,EURO3,1920,1730,220,016
15992264,0,M,196,A,"647,00",B,0,2,,44,2017,2,EURO4,0,445,146,015
6233127,0,M,70,A,01360,B,,2,,43,1998,2,EURO0,0,400,070,012
1963893,0,A,0,P,1596,B,1200,5,,74,,2,EURO3,1690,0,025,097
9631960,0,A,398,P,01124,B,920,5,,44.1,2008,2,EURO4,1400,1483,182,018
9451792,0,A,518,P,02179,G,2000,5,,112,2008,2,EURO4,2240,2505,146,015
6676601,0,A,490,P,02231,G,2000,5,,130,2006,2,EURO4,1850,2190,138,017
13471341,0,A,380,A,"1242,00",B,0,4,,51,2013,2,EURO5,1150,1320,146,015
3851908,0,A,416,P,01731,B,1200,5,,85,1998,2,EURO2,0,1740,033,108
12297859,0,A,488,P,"1199,00",G,1000,5,,55,2011,2,EURO5,990,1620,028,108
11841274,0,A,485,P,"1242,00",B,900,5,,51,2010,2,EURO5,1230,1590,146,015
10166489,0,A,425,P,01995,B,1200,5,,105,2008,2,EURO4,1400,1775,146,015
9393772,0,M,85,A,00163,B,,2,,8.5,2008,2,EURO3,0,286,146,015
1567281,0,A,480,P,01461,G,1200,5,,74,2004,2,EURO3,1130,1535,019,108
1743790,0,A,435,P,01242,B,1000,5,,44,2004,2,EURO3,1360,1370,177,018
15134533,0,A,470,P,"1560,00",G,1270,5,,73,2016,2,EURO6,970,1705,102,018
3366976,0,A,395,P,01242,B,900,5,,44,2000,2,EURO2,1580,1330,035,017
14662703,0,A,485,P,"1242,00",B,900,5,,51,2015,2,EURO6,1240,1590,030,020
15782385,0,A,489,P,"1422,00",G,1100,5,,66,2017,2,EURO6,970,1640,114,017
707918,0,A,520,P,01598,B,1300,5,,83,2005,2,EURO4,1730,1915,119,012
2046795,4,C,1512,P,02463,G,2000,3,,84,2003,2,EURO3,0,3500,168,015
5957734,0,A,350,,01697,G,,5,,42,,2,,,1320,005,017
11582801,0,M,105,A,"125,00",B-O,0,2,,9,2010,2,EURO3,0,298,070,015
11961805,0,A,582,P,"1956,00",G,1600,5,,118,2011,2,EURO5,1640,2315,146,015
11644140,0,A,441,P,"1242,00",B,600,5,,60,2010,2,EURO5,1290,1495,042,020
11710450,0,A,0,P,1498,B,1000,5,GPL,70,2005,2,EURO4,160,1690,159,015
8226456,4,C,900,A,02148,G,,3,,75,2002,2,EURO3,0,2670,146,015
584471,4,C,1080,P,02198,G,2000,3,,74,2006,2,EURO4,0,3000,194,015
3552098,6,R,13500,A,0,,0,0,,0,1999,2,,0,18000,178,016
8989192,4,I,1450,P,02360,G,1800,3,GPL,45,1979,2,EURO0,0,3150,161,017
7521042,0,A,350,P,00998,B,750,5,,51,2006,2,EURO4,1270,1440,029,017
1147911,4,X,210,A,00000,,,0,,0,1985,1,EURO0,0,850,096,017
15933937,0,A,500,P,"1995,00",G,1800,5,,140,2017,2,EURO6,1180,2110,192,015
12044516,0,A,582,P,"1956,00",G,1600,5,F,118,2009,2,EURO5,1820,2315,127,012
12460403,0,A,485,P,"1248,00",G,1000,5,,55,2011,2,EURO5,1080,1650,028,108
14998281,0,A,405,A,"1497,00",B-E,0,5,,54,2016,2,EURO6,750,1565,049,108
14289128,0,A,505,P,"2143,00",G,1500,5,F,100,2015,2,EURO6,1090,2005,172,016
6866189,0,M,70,A,00535,B,0,2,,34,1995,2,EURO0,0,328,026,012
1293594,0,A,495,P,01598,B,1200,5,,77,2005,2,EURO4,1630,1760,085,015
8906949,7,T,10150,P,"12882,00",G,36150,2,,353,2016,2,EURO3,0,18000,030,020
9866410,0,A,450,P,01349,B,900,5,,55,2008,2,EURO4,1290,1480,128,016
7122671,4,C,420,P,01995,G,1500,4,,85,2003,2,EURO3,1900,1925,164,018
9644259,4,C,596,P,01968,G,1800,5,,103,2008,2,EURO4,1650,2190,024,016
10748613,0,M,124,A,00493,B,,2,,29,2009,2,EURO3,0,405,070,012
15903229,0,M,135,P,936,B,0,2,,55,,2,EURO3,0,447,082,097
6475740,4,U,190,A,,,,,,,1997,1,,0,1130,029,017
5649278,0,A,355,P,01351,B,1000,5,,65,1992,2,EURO1,0,1410,077,015
1086338,0,A,508,P,01560,G,1300,7,,80,2005,2,EURO4,1340,2000,005,013
6081707,0,A,430,P,01193,B,900,5,,46,1990,2,EURO0,0,1400,074,012
14106759,0,A,483,P,"1197,00",B,1000,5,,66,2014,2,EURO6,1070,1590,096,012
707337,0,M,49,A,00294,MSC,,1,,7.35,2005,2,EURO1,0,194,164,016
12753410,0,A,436,P,"1248,00",G,1200,5,,70,2012,2,EURO5,1150,1695,133,017
